region,comuna,titulo,fecha,bajada,link,medio,label,score
Valparaíso,El Quisco,Unidad Constituyente de Valparaíso afina campaña junto a sus dos candidatos para Gobernador Regional,2020-11-03,"En una reunión virtual junto a las directivas regionales, los candidatos Aldo Valle y Cristian Mella abordaron las directrices de sus",https://diariolaquinta.cl/2020/11/03/unidad-constituyente-de-valparaiso-afina-campana-junto-a-sus-dos-candidatos-para-gobernador-regional/,Diario La Quinta,otros,0.6821505427360535
Valparaíso,El Quisco,"Las dunas de El Tabo, un tesoro natural en peligro",2020-02-23,"La playa Las Salinas, conocida como Gota de Leche, es un campo de dunas de la comuna de El Tabo de 280 hectáreas. Su riqueza en flora y",https://www.latercera.com/que-pasa/noticia/las-dunas-de-el-tabo-un-tesoro-natural-en-peligro/1016346/,La Tercera,otros,0.5806647539138794
Valparaíso,El Quisco,Greenpeace recrea impactantes imágenes sobre un Chile donde escasea el agua,2021-04-12,"Greenpeace, con miras al proceso constituyente, editó lugares icónicos de Chile digitalmente para crear conciencia sobre la escasez del",https://www.rockandpop.cl/2021/04/greenpeace-recrea-impactantes-imagenes-sobre-un-chile-donde-escasea-el-agua/,Rock&Pop,otros,0.5290234088897705
Valparaíso,El Tabo,Conversatorio: Aportes del Segundo Tribunal en la resolución de conflictos ambientales acontecidos en la región de Valparaíso | Tribunal Ambiental,2024-11-28,"En el marco del desarrollo de su Cuenta Pública 2023, el Segundo Tribunal Ambiental llevó a cabo el conversatorio “Aportes del Segundo",https://tribunalambiental.cl/conversatorio-aportes-del-tribunal-en-la-resolucion-de-conflictos-ambientales-acontecidos-en-la-region-de-valparaiso/,Tribunal Ambiental |,conflicto ambiental,0.8112315535545349
Valparaíso,El Tabo,La semilla social para la educación medioambiental,2024-04-10,"El Fondo Semilla UC financiará a organizaciones sociales de educación medioambiental, como una medida de mitigar la emisión de gases de",https://www.uc.cl/noticias/la-semilla-social-para-la-educacion-medioambiental/,Pontificia Universidad Católica de Chile,otros,0.673409640789032
Valparaíso,El Tabo,La batalla de los Matetic contra el Estado por un Santuario de la Naturaleza,2024-05-22,La familia heredera de Inchalam y la viña homónima objetó el mes pasado ante la justicia ambiental la decisión del Ministerio de Medio,https://www.latercera.com/pulso-pm/noticia/la-batalla-de-los-matetic-contra-el-estado-por-un-santuario-de-la-naturaleza/SJVN75UEGNEEXCL4H4Z3ECAR7U/,La Tercera,conflicto ambiental,0.9322179555892944
Valparaíso,El Tabo,Cuenta Pública: 2023 registra el mayor número de sentencias dictadas por el Tribunal en reclamos contra la Administración del Estado | Tribunal Ambiental,2024-03-15,El año 2023 marca un hito respecto de las sentencias dictaminadas por el Segundo Tribunal Ambiental en reclamaciones de ilegalidad contra,https://tribunalambiental.cl/cuenta-publica-2023-ceremonia,Tribunal Ambiental |,conflicto ambiental,0.5184709429740906
Valparaíso,El Tabo,La carrera contrarreloj para salvar Gota de Leche: el gran campo dunar de Chile central amenazado por la extracción de áridos y la industria inmobiliaria,2020-10-29,"Gota de Leche posee uno de los últimos grandes campos dunares que quedan en el litoral central, y ha sido calificada como un refugio",https://laderasur.com/articulo/la-carrera-contrarreloj-para-salvar-gota-de-leche-el-gran-campo-dunar-de-chile-central-amenazado-por-la-extraccion-de-aridos-y-la-industria-inmobiliaria/,Ladera Sur,conflicto ambiental,0.7893062829971313
Valparaíso,El Tabo,Plebiscito en Valparaíso: en Reñaca se concentró el rechazo y el apruebo movilizó a un “nuevo votante urbano”,2020-11-27,"En la V región el apruebo obtuvo una de las votaciones más altas de Chile: 79,4%. En Petorca, Llay-Llay, Puchuncaví, comunidades afectadas",https://www.ciperchile.cl/2020/11/27/plebiscito-en-valparaiso-en-renaca-se-concentro-el-rechazo-y-el-apruebo-movilizo-a-un-nuevo-votante-urbano/,- CIPER Chile,otros,0.510887622833252
Valparaíso,El Tabo,Gobernador y alcaldes de la Región de Valparaíso entregan carta al Presidente de la República para que reconsidere los alcances del presupuesto 2024,2023-10-11,El presupuesto de la nación considerado para el 2024 asignado al Gobierno Regional de Valparaíso para subvencionar tanto su funcionamiento,https://laliguanoticias.cl/2023/10/11/gobernador-y-alcaldes-de-la-region-de-valparaiso-entregan-carta-al-presidente-de-la-republica-para-que-reconsidere-los-alcances-del-presupuesto-2024/,La Ligua Noticias,otros,0.6585643887519836
Valparaíso,El Tabo,Alcaldes de la Región de Valparaíso entregan carta al Presidente de la República para que reconsidere los alcances del presupuesto 2024,2023-10-11,"Durante la instancia, que también contó con la presencia de dirigentes sociales de la región, las autoridades se reunieron con la ministra",https://g5noticias.cl/2023/10/11/alcaldes-de-la-region-de-valparaiso-entregan-carta-al-presidente-de-la-republica-para-que-reconsidere-los-alcances-del-presupuesto-2024/,G5noticias,otros,0.5746511816978455
Valparaíso,El Tabo,“¿Qué pasa si no se suelta el agua?”: Greenpeace recreó icónicos lugares urbanos sin agua con el fin de graficar la crisis hídrica,2021-04-09,Greenpeace realizó una intervención digital en cuatro ciudades de Chile para graficar cómo lucirían algunos íconos urbanos si la escasez,https://www.greenpeace.org/chile/noticia/uncategorized/que-pasa-si-no-se-suelta-el-agua-greenpeace-recreo-iconicos-lugares-urbanos-sin-agua-con-el-fin-de-graficar-la-crisis-hidrica/,Greenpeace,conflicto ambiental,0.6924986839294434
Valparaíso,El Tabo,Tribunal acogió reclamación en contra de la decisión del SEA de invalidar de oficio la RCA favorable de la “Central de Respaldo Doña Carmen” | Tribunal Ambiental,2024-04-24,El Segundo Tribunal Ambiental acogió la reclamación presentada por Imelsa en contra de la resolución del Servicio de Evaluación Ambiental,https://tribunalambiental.cl/sentencia-r-396-2023-imelsa-sea-central-dona-carmen,Tribunal Ambiental |,conflicto ambiental,0.6471591591835022
Valparaíso,El Tabo,Alcaldes de la Región de Valparaíso entregan carta al Presidente de la República para que reconsidere los alcances del presupuesto 2024,2023-10-11,El presupuesto de la nación considerado para el 2024 asignado al Gobierno Regional de Valparaíso para subvencionar tanto su funcionamiento,https://www.tuopinas.cl/2023/10/11/alcaldes-de-la-region-de-valparaiso-entregan-carta-al-presidente-de-la-republica-para-que-reconsidere-los-alcances-del-presupuesto-2024/,tuopinas.cl,otros,0.5746511816978455
Valparaíso,El Tabo,"Sobreexplotación, pesca ilegal y conservación: este es el panorama del océano en Chile",2018-08-17,"El mar de Chile es víctima de la sobreexplotación del 62% de sus pesquerías. Entre lo positivo, en mayo del 2018 se aprobó la ley que",https://es.mongabay.com/2018/08/oceano-en-chile-sobreexplotacion/,Mongabay - Conservation News,otros,0.7864805459976196
Valparaíso,El Tabo,Constituyente Camila Zárate Zárate participará este miércoles en Conversaciones Eco-Constituyentes,2021-07-20,"Este miércoles 21 de julio se realizará la quinta sesión del programa «Conversaciones Eco-Constituyentes»,",https://resumen.cl/articulos/constituyente-camila-zarate-zarate-participara-este-miercoles-en-conversaciones-eco-constituyentes,Resumen.cl,otros,0.6277861595153809
Valparaíso,El Tabo,Greenpeace recrea impactantes imágenes sobre un Chile donde escasea el agua,2021-04-12,"Greenpeace, con miras al proceso constituyente, editó lugares icónicos de Chile digitalmente para crear conciencia sobre la escasez del",https://www.rockandpop.cl/2021/04/greenpeace-recrea-impactantes-imagenes-sobre-un-chile-donde-escasea-el-agua/,Rock&Pop,otros,0.5290234088897705
Valparaíso,El Tabo,"Las dunas de El Tabo, un tesoro natural en peligro",2020-02-23,"La playa Las Salinas, conocida como Gota de Leche, es un campo de dunas de la comuna de El Tabo de 280 hectáreas. Su riqueza en flora y",https://www.latercera.com/que-pasa/noticia/las-dunas-de-el-tabo-un-tesoro-natural-en-peligro/1016346/,La Tercera,otros,0.5806647539138794
Valparaíso,El Tabo,La disputa por 270 hectáreas de dunas con vista al mar,2023-11-10,"El 3 de septiembre, la zona de dunas de Chépica-Gota de Leche, en El Tabo, fue declarada Santuario de la Naturaleza por el Consejo de",https://www.latercera.com/pulso/noticia/la-disputa-por-270-hectareas-de-dunas-con-vista-al-mar/GRSRI47WKJBJ3AROFKH65ECBEE/,La Tercera,conflicto ambiental,0.9471816420555116
Valparaíso,El Tabo,Tribunal Ambiental acogió parcialmente reclamaciones de vecinos de Tunquén contra la SMA por proyecto inmobiliario,2024-11-28,El Tribunal Ambiental de Santiago acogió parcialmente las reclamaciones presentadas por vecinos de Tunquén en contra de la resolución en que,https://tribunalambiental.cl/tribunal-ambiental-acogio-parcialmente-reclamaciones-de-vecinos-de-tunquen-contra-la-sma-por-proyecto-inmobiliario/,Tribunal Ambiental |,conflicto ambiental,0.557868242263794
Valparaíso,El Tabo,Presidente Boric da plazos para nuevo Hospital de Licantén,2023-06-27,"22.50. El ministerio de Educación informa que no hay suspensión de clases total en ninguna región del país, sino en algunas comunas o establecimientos",https://www.latercera.com/nacional/noticia/minuto-a-minuto-sistema-frontal-en-la-zona-centro-y-sur-del-pais/IDSYETQS65C7PPRRT2LOBGSWAE/,La Tercera,otros,0.5966017246246338
Valparaíso,El Tabo,Denuncian daño ambiental en borde costero de El Tabo,2010-08-12,"Extracción de áridos en cantidades industriales estarían realizando algunos particulares en el borde costero de la comuna de El Tabo,",https://www.elciudadano.com/medio-ambiente/denuncian-dano-ambiental-en-borde-costero-de-el-tabo/07/13/,elciudadano.com,conflicto ambiental,0.8072816729545593
Valparaíso,Hijuelas,Hijuelas: un caso alarmante del impacto de las parcelaciones rurales irregulares en la Región de Valparaíso,2023-08-15,El caso de las parcelaciones rurales en Hijuelas fue expuesto durante un encuentro que se realizó en Valparaíso para luego formular un,https://www.paiscircular.cl/medio-ambiente/hijuelas-un-caso-alarmante-del-impacto-de-las-parcelaciones-rurales-irregulares-en-la-region-de-valparaiso/,País Circular,otros,0.6801255345344543
Valparaíso,Hijuelas,Inmobiliaria demanda a defensores ambientales del Parque Nacional La Campana por disminuir sus ganancias,2023-11-14,Vecinos manifestaron ante la Superintendencia de Medio Ambiente los daños que provoca la empresa en la zona declarada Reserva de la,https://www.elmartutino.cl/noticia/medioambiente/inmobiliaria-demanda-defensores-ambientales-del-parque-nacional-la-campana-por,elmartutino.cl,conflicto ambiental,0.7402374744415283
Valparaíso,Hijuelas,Los cerros se pintan de verde mientras desaparece el agua y los ecosistemas nativos,2021-01-06,"Los bosques, el agua y las comunidades de la zona central del país se ven amenazados por cultivos agrícolas. Estos cultivos han fragmentado",https://www.cienciaenchile.cl/los-cerros-se-pintan-de-verde-mientras-desaparece-el-agua-y-los-ecosistemas-nativos/,Ciencia en Chile,otros,0.7062315940856934
Valparaíso,Hijuelas,Reyes de la parcelación en guerra contra vecinos de Ocoa,2023-04-03,"El empresario Francisco Moreno Sagredo –hermano y socio del integrante del Consejo Consultivo del Medio Ambiente de la Región Metropolitana,",https://www.elmostrador.cl/noticias/sin-editar/2023/04/03/reyes-de-la-parcelacion-y-lavado-verde-en-guerra-contra-vecinos-de-ocoa/,El Mostrador,otros,0.6334607601165771
Valparaíso,Hijuelas,Padre e hijo protagonizan documental que expone la crisis del sobreconsumo de agua en Hijuelas y Llay Llay,2022-11-30,"Agua / “Desde el río, hasta el fondo de las palabras”, dirigido y producido por Natalia García y Paolo Vargas, es un cortometraje de no",https://www.paiscircular.cl/agua/padre-e-hijo-protagonizan-documental-que-expone-la-crisis-del-sobreconsumo-de-agua-en-hijuelas/,País Circular,conflicto ambiental,0.5021882057189941
Valparaíso,Isla de Pascua,"El ascenso del nivel del mar, un problema urgente en Rapa Nui",2024-04-28,"Marcela Hey, miembro del Consejo Local del Mar, remarca que esto erosiona la plataforma de los moais, muchos de las cuales están en la costa",https://cooperativa.cl/noticias/pais/rapa-nui/el-ascenso-del-nivel-del-mar-un-problema-urgente-en-rapa-nui/2024-04-28/100230.html,Cooperativa.cl,otros,0.6356003284454346
Valparaíso,Isla de Pascua,Tama Te Ra’a: futuro limpio para Isla de Pascua,2019-10-15,Un pasado marcado por la degradación ambiental anima a los isleños a buscar soluciones sostenibles para preservar su entorno.61 個月前,https://www.nationalgeographic.es/medio-ambiente/2019/10/tema-te-raa-futuro-limpio-para-isla-de-pascua,National Geographic,otros,0.6649659276008606
Valparaíso,Isla de Pascua,Valparaíso fomenta investigación científica en medioambiente,2023-05-02,"El pasado 17 de octubre, el Gobierno Regional y la PDI de Valparaíso sellaron el acuerdo que permitirá avanzar en el proyecto institucional",https://www.pdichile.cl/centro-de-prensa/detalle-prensa/2023/10/19/valpara%25C3%25ADso-fomenta-investigaci%25C3%25B3n-cient%25C3%25ADfica-en-medioambiente,Policía De Investigaciones De Chile,otros,0.6913086175918579
Valparaíso,Isla de Pascua,"Rapa Nui, el colapso de una cultura (y 2)",2023-08-08,"RAPA NUI, ESTADO DE EMERGENCIA ( y 2) -Incipiente gestión energética y ambiental de las autoridades locales y chilenas para mitigar y",https://www.lavanguardia.com/natural/20230808/9157964/rapa-nui-emergencia-y2.html,La Vanguardia,otros,0.6236803531646729
Valparaíso,Isla de Pascua,Chile: el millonario negocio que tiene en jaque a Rapa Nui,2019-03-18,"A inicios del 2018, el Estado de Chile entregó en concesión el Parque Nacional Rapa Nui a la comunidad indígena Ma'U Henua, creada para ese",https://es.mongabay.com/2019/02/chile-conflicto-en-isla-de-pascua/,Mongabay - Conservation News,otros,0.7219242453575134
Valparaíso,Isla de Pascua,Un manual de mujeres con saberes centenarios para conservar el agua,2024-08-03,EL PAÍS ofrece en abierto la sección América Futura por su aporte informativo diario y global sobre desarrollo sostenible.3 個月前,https://elpais.com/america-futura/2024-08-03/un-manual-de-mujeres-con-saberes-centenarios-para-conservar-el-agua.html,EL PAÍS,otros,0.865550696849823
Valparaíso,Isla de Pascua,Inician plan de sustentabilidad de Isla de Pascua con la instalación de primeros paneles solares,2015-03-17,"Hasta $140 mil debe pagar Ema Atan, dirigenta del comité Vai Ki Rea, de Isla de Pascua, por su consumo de electricidad cada mes.116 個月前",https://mma.gob.cl/inician-plan-de-sustentabilidad-de-isla-de-pascua-con-la-instalacion-de-primeros-paneles-solares/,mma.gob.cl,otros,0.7475859522819519
Valparaíso,Isla de Pascua,Una expedición suiza contra la contaminación marina,2024-01-24,"Durante más de 300 días, la 'Race For Water Odissey' recorrerá el mundo para recopilar con la ayuda de drones datos sobre la concentración",https://www.swissinfo.ch/spa/society/una-expedici%25C3%25B3n-suiza-contra-la-contaminaci%25C3%25B3n-marina/41441442,SWI swissinfo.ch,otros,0.6286499500274658
Valparaíso,Isla de Pascua,Plebiscito en Valparaíso: en Reñaca se concentró el rechazo y el apruebo movilizó a un “nuevo votante urbano”,2020-11-27,"En la V región el apruebo obtuvo una de las votaciones más altas de Chile: 79,4%. En Petorca, Llay-Llay, Puchuncaví, comunidades afectadas",https://www.ciperchile.cl/2020/11/27/plebiscito-en-valparaiso-en-renaca-se-concentro-el-rechazo-y-el-apruebo-movilizo-a-un-nuevo-votante-urbano/,- CIPER Chile,otros,0.510887622833252
Valparaíso,Isla de Pascua,Las playas de Isla de Pascua son las más contaminadas con residuos plásticos en el país,2018-06-18,"Parece paradójico, pero es así: las playas de Isla de Pascua son las que reciben más plástico, a pesar de",https://www.biobiochile.cl/noticias/nacional/region-de-valparaiso/2018/06/18/las-playas-de-isla-de-pascua-son-las-mas-contaminadas-con-residuos-plasticos-en-el-pais.shtml,BioBioChile,otros,0.5697354674339294
Valparaíso,Isla de Pascua,“¿Qué pasa si no se suelta el agua?”: Greenpeace recreó icónicos lugares urbanos sin agua con el fin de graficar la crisis hídrica,2021-04-09,Greenpeace realizó una intervención digital en cuatro ciudades de Chile para graficar cómo lucirían algunos íconos urbanos si la escasez,https://www.greenpeace.org/chile/noticia/uncategorized/que-pasa-si-no-se-suelta-el-agua-greenpeace-recreo-iconicos-lugares-urbanos-sin-agua-con-el-fin-de-graficar-la-crisis-hidrica/,Greenpeace,conflicto ambiental,0.6924986839294434
Valparaíso,Isla de Pascua,"Chile: tras la pandemia, la Isla de Pascua se reabre al turismo “con incertidumbre”",2022-07-18,El alcalde del enclave chileno alerta de que no cuenta con fondos para contratar personal capacitado ni reparar el parque nacional tras 28,https://www.ellitoral.com/internacionales/chile-isla-de-pascua-rapa-nui-turismo-coronavirus-covid_0_MdIKgb61YQ.html,El Litoral,otros,0.7014190554618835
Valparaíso,Isla de Pascua,¡Conoce los seleccionados del 14° Congreso Regional Escolar de Valparaíso!,2019-05-20,"Esta semana se llevaron a cabo los congreso provinciales, organizados por el PAR Explora de CONICYT Valparaíso, donde pudimos conocer las",https://www.explora.cl/valparaiso/conoce-los-seleccionados-del-14-congreso-regional-escolar-de-valparaiso/,Explora.cl,otros,0.726869523525238
Valparaíso,Isla de Pascua,Gobernador y alcaldes de la Región de Valparaíso entregan carta al Presidente de la República para que reconsidere los alcances del presupuesto 2024,2023-10-11,El presupuesto de la nación considerado para el 2024 asignado al Gobierno Regional de Valparaíso para subvencionar tanto su funcionamiento,https://laliguanoticias.cl/2023/10/11/gobernador-y-alcaldes-de-la-region-de-valparaiso-entregan-carta-al-presidente-de-la-republica-para-que-reconsidere-los-alcances-del-presupuesto-2024/,La Ligua Noticias,otros,0.6585643887519836
Valparaíso,Isla de Pascua,Alcaldes de la Región de Valparaíso entregan carta al Presidente de la República para que reconsidere los alcances del presupuesto 2024,2023-10-11,"Durante la instancia, que también contó con la presencia de dirigentes sociales de la región, las autoridades se reunieron con la ministra",https://g5noticias.cl/2023/10/11/alcaldes-de-la-region-de-valparaiso-entregan-carta-al-presidente-de-la-republica-para-que-reconsidere-los-alcances-del-presupuesto-2024/,G5noticias,otros,0.5746511816978455
Valparaíso,Isla de Pascua,"Balance ambiental 2018: Chile, el año con más conflictos socioambientales",2018-12-17,"En 2018, el Instituto Nacional de Derechos Humanos registró 116 conflictos socioambientales. Chile se ha convertido en líder regional en",https://es.mongabay.com/2018/12/balance-ambiental-chile-2018/,Mongabay - Conservation News,conflicto ambiental,0.862074077129364
Valparaíso,Isla de Pascua,Los rapanui reclaman más protección al territorio indígena,2015-06-23,Los pascuenses reivindican al Estado chileno medidas para regular la migración y gestionar su patrimonio ancestral.112 個月前,https://elpais.com/elpais/2015/06/23/planeta_futuro/1435070981_594152.html,EL PAÍS,otros,0.56602543592453
Valparaíso,Isla de Pascua,Chile: las siete historias ambientales más importantes de 2016,2017-01-14,El equipo de Mongabay Latam ha seleccionado las siete historias ambientales más relevantes que hemos publicado sobre Chile.94 個月前,https://es.mongabay.com/2016/12/areas_naturalesprotegidas-contaminacion-petroleo-recursos_naturales-biodiversidad-lo_mas_leido_2016/,Mongabay - Conservation News,otros,0.5440405607223511
Valparaíso,Isla de Pascua,"Sobreexplotación, pesca ilegal y conservación: este es el panorama del océano en Chile",2018-08-17,"El mar de Chile es víctima de la sobreexplotación del 62% de sus pesquerías. Entre lo positivo, en mayo del 2018 se aprobó la ley que",https://es.mongabay.com/2018/08/oceano-en-chile-sobreexplotacion/,Mongabay - Conservation News,otros,0.7864805459976196
Valparaíso,Isla de Pascua,Chile protegerá las aguas de la Isla de Pascua contra la pesca ilegal,2015-10-05,Bachelet anuncia la creación de uno de los parques marinos más grandes del planeta.109 個月前,https://elpais.com/internacional/2015/10/05/actualidad/1444043245_883760.html,EL PAÍS,otros,0.7588674426078796
Valparaíso,Isla de Pascua,Constituyente Camila Zárate Zárate participará este miércoles en Conversaciones Eco-Constituyentes,2021-07-20,"Este miércoles 21 de julio se realizará la quinta sesión del programa «Conversaciones Eco-Constituyentes»,",https://resumen.cl/articulos/constituyente-camila-zarate-zarate-participara-este-miercoles-en-conversaciones-eco-constituyentes,Resumen.cl,otros,0.6277861595153809
Valparaíso,Isla de Pascua,Tesoro maldito,2019-10-06,"La idea del empresario estadounidense de usar una retroexcavadora en el Parque Nacional Juan Fernández no solo gatilló una pugna con Conaf,",https://www.latercera.com/la-tercera-domingo/noticia/tesoro-maldito/848520/,La Tercera,otros,0.6480655074119568
Valparaíso,Isla de Pascua,Investigadores chilenos desarrollan la primera desaladora móvil para regar cultivos con agua de mar,2023-01-15,Crearon el proyecto “Desalación para la Agricultura” con el objetivo de experimentar con agua desalada en cultivos propios de esta zona del,https://www.diariosustentable.com/2023/01/investigadores-chilenos-desarrollan-la-primera-desaladora-movil-para-regar-cultivos-con-agua-de-mar/,Diario Sustentable,otros,0.6513926982879639
Valparaíso,Isla de Pascua,La intencionalidad humana es la principal causa de los incendios forestales,2015-01-13,"Al 21 de enero del 2015, según concita el sitio web de la CONAF, 2.084 incendios forestales se han registrado en el país, los que han",https://uchile.cl/noticias/108783/intencionalidad-humana-es-principal-causa-de-los-incendios-forestales,Universidad de Chile,otros,0.630894660949707
Valparaíso,Isla de Pascua,Greenpeace recrea impactantes imágenes sobre un Chile donde escasea el agua,2021-04-12,"Greenpeace, con miras al proceso constituyente, editó lugares icónicos de Chile digitalmente para crear conciencia sobre la escasez del",https://www.rockandpop.cl/2021/04/greenpeace-recrea-impactantes-imagenes-sobre-un-chile-donde-escasea-el-agua/,Rock&Pop,otros,0.5290234088897705
Valparaíso,Isla de Pascua,Análisis al gabinete regional a días de cumplir un año en el cargo: Los ajustes que podrían llegar a la Región de Valparaíso,2019-03-03,"A poco de cumplir 365 días en el cargo, el Intendente Jorge Martínez y el Gabinete Regional son analizados desde La Moneda para ver cuáles",https://puranoticia.pnt.cl/noticias/regiones/analisis-al-gabinete-regional-a-dias-de-cumplir-un-ano-en-el-cargo-los/2019-03-03/233308.html,Home Puranoticia,otros,0.6412482261657715
Valparaíso,Isla de Pascua,Pueblo Rapanui reclama autonomía de la Isla de Pascua,2014-09-13,"Distintos clanes del pueblo Rapanui alegan falta de autonomía de la Isla de Pascua, con conflictos territoriales, ambientales y desaparición",https://www.elmartutino.cl/noticia/sociedad/pueblo-rapanui-reclama-autonomia-de-la-isla-de-pascua,www.elmartutino.cl,otros,0.5500685572624207
Valparaíso,Isla de Pascua,Millonario financiamiento para modificar tres Planos Reguladores Metropolitanos en la V región,2016-06-29,"Los fenómenos climáticos y el actual comportamiento de la Tierra, en materia medioambiental, tienen confundidos a la ciencia y a los",https://www.epicentrochile.com/2016/06/29/millonario-financiamiento-modificar-tres-planos-reguladores-metropolitanos-la-v-region/,Epicentro Chile,otros,0.6758748888969421
Valparaíso,Juan Fernández,Archipiélago de Juan Fernández: análisis sobre la huella humana temprana en isla Robinson Crusoe permite reconstruir una visión del matorral existente en 1574,2022-05-24,El archipiélago de Juan Fernández es uno de los territorios más biodiversos y con una de las mayores tasas de endemismo del mundo.29 個月前,https://laderasur.com/articulo/archipielago-de-juan-fernandez-analisis-sobre-la-huella-humana-temprana-en-isla-robinson-crusoe-permite-reconstruir-una-vision-del-matorral-existente-en-1574/,Ladera Sur,otros,0.5930832028388977
Valparaíso,Juan Fernández,Conversatorio arqueología de Juan Fernández ¿Dónde está el tesoro? pone énfasis en la biodiversidad y significancia de su habitar,2022-05-13,"Actividad de extensión perteneciente al ciclo curatorial ""resignificando el patrimonio"" y exhibición temporal ""Mito y realidad: arqueología",https://www.mhnv.gob.cl/noticias/conversatorio-arqueologia-de-juan-fernandez-donde-esta-el-tesoro-pone-enfasis-en-la,Museo de Historia Natural de Valparaíso,otros,0.7379361391067505
Valparaíso,Juan Fernández,Valparaíso: Seremi de Medio Ambiente presenta plan de acción para el control de especies exóticas invasoras en Juan Fernández,2017-07-03,"La Seremi de Medio Ambiente de la Región de Valparaíso, Tania Bertoglio, presentó el plan de acción para el control de Especies Exóticas",https://www.diariosustentable.com/2017/07/valparaiso-seremi-de-medio-ambiente-presenta-plan-de-accion-para-el-control-de-especies-exoticas-invasoras-en-juan-fernandez/,Diario Sustentable,conflicto ambiental,0.5980162024497986
Valparaíso,Juan Fernández,Advierten sobre contaminación y necesidad de conservar el mar de las islas oceánicas chilenas,2020-11-12,"Especialistas expusieron en seminario virtual “Biodiversidad, Conservación y Uso Sustentable del Mar de las Islas Oceánicas Chilenas” organizado por la Red",https://www.uc.cl/noticias/cientificos-de-la-red-g9-advierten-sobre-contaminacion-y-necesidad-de-conservar-el-mar-de-las-islas-oceanicas-chilenas/,Pontificia Universidad Católica de Chile,otros,0.5047909617424011
Valparaíso,Juan Fernández,Chile: el parque Archipiélago de Juan Fernández se defiende de las especies invasoras,2020-10-18,"Posee una tasa de endemismo de 63,4 %, superior a la de Galápagos o Hawaii. La fardela blanca, nidificante endémica de Juan Fernández,",https://es.mongabay.com/2020/09/chile-parque-archipielago-juan-fernandez-especies-invasoras/,Mongabay - Conservation News,otros,0.7692900896072388
Valparaíso,Juan Fernández,Desvinculación del director de Conaf Valparaíso no tendría relación con excavación en Juan Fernández,2019-09-22,"Así señalaron desde la institución a través de un comunicado donde mencionan que se ""tomó la decisión en base a lineamientos de carácter",https://www.latercera.com/nacional/noticia/desvinculacion-del-director-conaf-valparaiso-no-tendria-relacion-excavacion-juan-fernandez/830544/,La Tercera,otros,0.5970747470855713
Valparaíso,Juan Fernández,Al menos cinco fundaciones que han tenido miembros del Frente Amplio en sus principales cargos han recibido fondos públicos,2023-07-03,"Desde que surgió el Frente Amplio, en 2017, han recibido fondos públicos al menos cinco fundaciones que han tenido a militantes de ese",https://www.ciperchile.cl/2023/07/03/al-menos-cinco-fundaciones-que-han-tenido-miembros-del-frente-amplio-en-sus-principales-cargos-han-recibido-fondos-publicos/,- CIPER Chile,otros,0.5915710926055908
Valparaíso,Juan Fernández,Autoridades,2024-10-01,"Ministra del Medio Ambiente. Doctora en Ciencias Atmosféricas de la Universidad de Oxford, Reino Unido. Se desempeñó como profesora asociada en el",https://mma.gob.cl/autoridades/,mma.gob.cl,otros,0.650108277797699
Valparaíso,Juan Fernández,En Juan Fernández y Monte Patria: las historias de los colegios que Boric prometió reconstruir,2022-06-03,"“Cuando estuve, hace pocos meses, en la isla de Juan Fernández, visitamos, junto al alcalde, el Colegio Insular Isla Robinson Crusoe”.29 個月前",https://dfmas.df.cl/df-mas/por-dentro/en-juan-fernandez-y-monte-patria-las-historias-de-los-colegios-que,Diario Financiero,otros,0.6327909827232361
Valparaíso,Juan Fernández,Se complica el viaje de Wanderers a Juan Fernández por Copa Chile,2024-04-21,"Buque de la Armada que trasladaría al equipo caturro adelantó en una semana su zarpe al archipiélago, lo que pone en duda presencia de",https://www.soychile.cl/valparaiso/deportes/2024/04/02/854142/wanderers-copa-chile-juan-fernandez.html,soychile.cl,otros,0.7165660858154297
Valparaíso,Juan Fernández,“¿Qué pasa si no se suelta el agua?”: Greenpeace recreó icónicos lugares urbanos sin agua con el fin de graficar la crisis hídrica,2021-04-09,Greenpeace realizó una intervención digital en cuatro ciudades de Chile para graficar cómo lucirían algunos íconos urbanos si la escasez,https://www.greenpeace.org/chile/noticia/uncategorized/que-pasa-si-no-se-suelta-el-agua-greenpeace-recreo-iconicos-lugares-urbanos-sin-agua-con-el-fin-de-graficar-la-crisis-hidrica/,Greenpeace,conflicto ambiental,0.6924986839294434
Valparaíso,Juan Fernández,"Marcela Espinoza, Candidata a Core por Valparaíso: “La Región Lleva Tres Años Consecutivos en Recesión”",2021-10-19,"Marcela Espinoza, candidata a Consejera Regional por Valparaíso, cuenta con una extensa carrera en el mundo social, nieta de campesinos que",https://pagina19.cl/nacional/entrevistas/marcela-espinoza-candidata-a-core-por-valparaiso-la-region-lleva-tres-anos-consecutivos-en-recesion/,Página 19,otros,0.6906367540359497
Valparaíso,Juan Fernández,Gobernador y alcaldes de la Región de Valparaíso entregan carta al Presidente de la República para que reconsidere los alcances del presupuesto 2024,2023-10-11,El presupuesto de la nación considerado para el 2024 asignado al Gobierno Regional de Valparaíso para subvencionar tanto su funcionamiento,https://laliguanoticias.cl/2023/10/11/gobernador-y-alcaldes-de-la-region-de-valparaiso-entregan-carta-al-presidente-de-la-republica-para-que-reconsidere-los-alcances-del-presupuesto-2024/,La Ligua Noticias,otros,0.6585643887519836
