id_noticia,id_accion_contenciosa,id_conflicto,fecha,link,medio,tipo_medio,region,columna,localidad_accion,periodo,tipo_energia,subtipo_renovable,tipo_conflicto,tipo_accion,tipo_actor_demandante,actor_demandante,tipo_actor_demandado,actor_demandado,bajada
,,,2023-06-21,https://cooperativa.cl/noticias/pais/medioambiente/contaminacion/emergencia-ambiental-linares-vive-critico-episodio-de-contaminacion/2023-06-14/110015.html,Cooperativa.cl,,Maule,Linares,,,,,,,,,,,"La comuna de Linares, en la Región del Maule, alcanzó niveles críticos de contaminación por lo que este miércoles está bajo emergencia"
,,,2023-02-19,https://www.diarioelheraldo.cl/noticia/la-crisis-de-la-basura-que-amenaza-a-la-provincia-de-linares-,Diario El Heraldo Linares,,Maule,Linares,,,,,,,,,,,"La crisis sanitaria producto de la basura, es un tema cada vez más tangible en el sur de Chile. La falta de infraestructura para el"
,,,2018-06-17,https://www.elciudadano.com/chile/el-horizonte-de-los-condores-ii-la-disputa-territorial-que-amenaza-la-conectividad-del-maule-sur/05/29/,elciudadano.com,,Maule,Linares,,,,,,,,,,,"La habilitación de brazos comunicantes con Colbún, Yerbas Buenas y Linares desde la frontera es parte de los compromisos ambientales"
,,,2023-08-21,https://www.diarioelcentro.cl/2023/07/22/talca-y-linares-comunas-figuran-dentro-de-las-15-ciudades-mas-contaminadas-del-pais/,Diario El Centro,,Maule,Linares,,,,,,,,,,,"Según lo informado por el Ministerio de Medio Ambiente (MMA), en lo que va del año, Linares ha tenido un total de 29 episodios críticos,"
,,,2011-05-12,https://www.elamaule.cl/noticia/sociedad/urgen-soluciones-por-colapso-de-fosas-septicas-en-el-maule-rural,www.elamaule.cl,,Maule,Linares,,,,,,,,,,,"Senadora Rincón recogió inquietud de la Unión Comunal de Juntas de Vecinos de Linares, porque la situación afecta no sólo a las familias que"
,,,2022-09-19,https://www.diarioelcentro.cl/2022/08/25/defensoria-de-la-naturaleza-en-el-maule-bosque-los-laureles-y-cuenca-del-maule-en-peligro/,Diario El Centro,,Maule,Longaví,,,,,,,,,,,La Defensoría de la Naturaleza fue inaugurada ayer miércoles 24 de agosto en la Plaza Las Heras de Talca. “La performance simbólica es un
,,,2024-05-21,https://www.diarioelcentro.cl/2024/05/17/estudio-advierte-alto-uso-de-plaguicidas-en-el-maule-con-graves-riesgos-a-la-salud/,Diario El Centro,,Maule,Maule,,,,,,,,,,,"En el Maule, los pesticidas están presentes en el aire y en los alimentos, poniendo en riesgo especialmente a niños y niñas de 1 a 6 años.6 months ago"
,,,2023-11-20,https://www.indh.cl/indh-de-maule-realizo-taller-practico-sobre-conflictos-ambientales-con-organizaciones-sociales-de-la-zona-sur-de-la-region/,Instituto Nacional de Derechos Humanos (INDH),,Maule,Maule,,,,,,,,,,,El INDH ya desarrolló en la región otros tres encuentros previos para analizar el Mapa de Conflictos que el INDH tiene en un sitio web.12 months ago
,,,2023-02-19,https://mma.gob.cl/region-del-maule-calidad-del-aire-que-se-ha-visto-afectada-por-humo-originado-por-incendios-forestales/,mma.gob.cl,,Maule,Maule,,,,,,,,,,,Seremi del Medio Ambiente de la Región del Maule informó sobre monitoreo en línea de las concentraciones ambientales del material
,,,2023-09-20,https://portal.ucm.cl/noticias/inundaciones-una-alerta-grandes-problemas-agroecosistemas-la-urgencia-recuperacion,UCM,,Maule,Maule,,,,,,,,,,,"Enrique Misle, académico de la Escuela de Agronomía de la Universidad Católica del Maule. Comenzaba el año y pronósticos de diversas fuentes"
,,,2023-12-21,https://diarioelcentro.cl/2023/12/14/seremi-del-medio-ambiente-y-balloon-latam-impulsan-proyectos-sostenibles-en-el-maule/,Diario El Centro,,Maule,Maule,,,,,,,,,,,La Seremi del Medio Ambiente y Balloon Latam unen fuerzas para impulsar iniciativas participativas en gestión de residuos y agua en el Maule
,,,2020-10-18,https://www.uautonoma.cl/noticias/diagnostico-economico-y-social-del-maule-realizado-por-el-ceges-muestra-problematicas-de-urgente-atencion/,Universidad Autónoma de Chile,,Maule,Maule,,,,,,,,,,,"La precarización del mercado laboral es sólo una de las realidades socioeconómicas del Maule, territorio que además padece otras"
,,,2024-09-20,https://www.utalca.cl/noticias/realizan-primer-workshop-cientifico-escolar-para-mujeres-en-el-maule/,Universidad de Talca,,Maule,Maule,,,,,,,,,,,"Más de cuarenta estudiantes de enseñanza media presentaron investigaciones en ciencia, tecnología, ingeniería y matemáticas en la Facultad"
,,,2023-08-21,https://www.indh.cl/indh-de-maule-realizo-taller-sobre-mapa-de-conflictos-socioambientales/,Instituto Nacional de Derechos Humanos (INDH),,Maule,Maule,,,,,,,,,,,"El INDH desarrolló esta actividad en que participaron diversas agrupaciones de la región. Entre otros trabajos, se desarrolló una dinámica"
,,,2021-05-19,https://www.df.cl/df-lab/cambio-climatico/el-60-de-los-suelos-de-la-region-del-maule-estan-degradados-por,Diario Financiero,,Maule,Maule,,,,,,,,,,,"Las pérdidas por la inactividad en suelos degradados se valorizaron en más de $7 mil millones anuales, a partir de un estudio realizado por"
,,,2020-08-18,https://interferencia.cl/articulos/el-atlas-colaborativo-online-que-identifica-conflictos-ambientales-y-practicas-ecologicas,Interferencia |,,Maule,Maule,,,,,,,,,,,La iniciativa en el que participan académicos y vecinos es parte de BioGeoArt de las universidades Católica de Valparaíso y Católica del
,,,2023-12-21,https://g5noticias.cl/2023/11/29/seremi-del-medio-ambiente-del-maule-encabeza-jornada-de-formacion-para-forjadores-ambientales/,G5noticias,,Maule,Maule,,,,,,,,,,,"Al encuentro asistieron representantes de delegaciones de estudiantes de las provincias de Talca, Curicó, Linares y Cauquenes,"
,,,2020-10-18,https://portal.ucm.cl/ceut/destacados-ceut,Universidad Católica del Maule,,Maule,Maule,,,,,,,,,,,Proyecto UCM investiga relevancia de las comunidades en el actual contexto socio sanitario. Desde 2014 la Escuela de Sociología de la Universidad Católica
,,,2023-10-21,https://www.indh.cl/indh-de-maule-realizo-taller-practico-de-conflictos-socioambientales-con-dirigentes-sociales-de-la-zona-de-linares/,Instituto Nacional de Derechos Humanos (INDH),,Maule,Maule,,,,,,,,,,,INDH ya realizó otros dos encuentros de este tipo con organizaciones de la región. El propósito de la actividad es relevar la importancia
,,,2017-08-16,https://mma.gob.cl/gobierno-entrega-certificacion-ambiental-a-siete-comunas-de-la-region-del-maule/,mma.gob.cl,,Maule,Maule,,,,,,,,,,,"En el auditórium del Gobierno Regional del Maule en Talca, se realizó la Ceremonia de Certificación Ambiental Municipal (SCAM).87 months ago"
,,,2024-03-21,https://portal.ucm.cl/noticias/posiblemente-la-zona-central-chile-donde-mas-riesgos-ambientales-sufrir-cambio-climatico,Universidad Católica del Maule,,Maule,Maule,,,,,,,,,,,"Catedrático español experto en redes geoespaciales. En entrevista el académico de la Universidad de Córdoba, Rafael Maria Navarro Cerrillo:"
,,,2022-12-20,https://www.indh.cl/indh-de-maule-se-reunio-con-vecinos-de-san-javier-e-incorporara-pugna-por-planta-de-cerdos-a-mapa-de-conflictos-socioambientales/,Instituto Nacional de Derechos Humanos (INDH),,Maule,Maule,,,,,,,,,,,"Se trata de un criadero de la empresa Coexca, que motivó una resolución de la justicia en defensa de los residentes de seis comunidades"
,,,2023-06-21,https://www.diarioelcentro.cl/2023/06/07/descontaminacion-donde-comprar-lena-seca-y-pellet-en-el-maule-durante-junio/,Diario El Centro,,Maule,Maule,,,,,,,,,,,"Con el objeto de informar a la ciudadanía respecto al cumplimiento del Plan de Descontaminación Atmosférica, el Servicio Nacional del"
,,,2023-09-20,https://www.indh.cl/indh-de-maule-realizo-en-curico-taller-practico-con-organizaciones-sociales-sobre-la-construccion-del-mapa-de-conflictos-socioambientales/,Instituto Nacional de Derechos Humanos (INDH),,Maule,Maule,,,,,,,,,,,El INDH realizó esta actividad en la sede de la Universidad Católica del Maule. Forma parte de un ciclo de cuatro encuentros en los que se
,,,2019-09-17,https://www.indh.cl/indh-presenta-recurso-de-proteccion-por-contaminacion-ambiental-de-planta-de-faenadora-de-cerdos-en-el-maule/,Instituto Nacional de Derechos Humanos (INDH),,Maule,Maule,,,,,,,,,,,Las comunas de San Javier y Cauquenes son las más afectadas por las operaciones de la empresa Agrícola Coexca -que según denuncian los/as
,,,2016-12-15,https://www.elciudadano.com/medio-ambiente/el-agua-se-acaba-en-santa-olga-un-conflicto-ambiental-a-punto-de-estallar/11/29/,elciudadano.com,,Maule,Maule,,,,,,,,,,,"En una carta abierta, el ingeniero forestal Carlos Reyes denunció una crisis sanitaria y su eventual conexión con ""la actividad"
,,,2021-08-19,https://portal.ucm.cl/noticias/diplomado-ucm-formara-especialistas-educacion-ambiental,UCM,,Maule,Maule,,,,,,,,,,,"Para avanzar a una sociedad más sustentable, la Universidad Católica del Maule está impulsando el diplomado que comienza en septiembre,"
,,,2024-03-21,https://www.uautonoma.cl/proyecto-anillo-ate220047/,Universidad Autónoma de Chile,,Maule,Maule,,,,,,,,,,,Desarrollo de modelos de gobernanza colaborativa en el contexto de la mega sequía en la zona centro-sur de Chile.8 months ago
,,,2020-08-18,https://portal.ucm.cl/noticias/la-problematica-ambiental-uso-del-plastico-suficientes-las-medidas-adoptadas-chile,Universidad Católica del Maule,,Maule,Maule,,,,,,,,,,,"-Los académicos José Neira y Patricio Ulloa de la Escuela de Ingeniería en Recursos Naturales de la Universidad Católica del Maule,"
,,,2018-06-17,https://www.elciudadano.com/chile/el-horizonte-de-los-condores-ii-la-disputa-territorial-que-amenaza-la-conectividad-del-maule-sur/05/29/,elciudadano.com,,Maule,Maule,,,,,,,,,,,"La habilitación de brazos comunicantes con Colbún, Yerbas Buenas y Linares desde la frontera es parte de los compromisos ambientales"
,,,2019-04-18,https://mundoagro.cl/pequenos-agricultores-del-maule-obtienen-hortalizas-sin-uso-de-plaguicidas-quimicos/,Mundoagro,,Maule,Maule,,,,,,,,,,,Tradicionalmente las producciones de hortalizas se basan en el uso intensivo de agroquímicos para el control de plagas y enfermedades.67 months ago
,,,2021-06-19,https://cooperativa.cl/noticias/pais/region-del-maule/la-contaminacion-sigue-asfixiando-al-maule-curico-vivira-este-lunes/2021-05-31/005114.html,Cooperativa.cl,,Maule,Maule,,,,,,,,,,,"Adicionalmente, se dictó preemergencia para Talca y Maule. La principal causa se debe a los pocos episodios de agua caída que se siguen este"
,,,2019-09-17,https://portal.ucm.cl/noticias/la-ucm-impartira-ingenieria-recursos-naturales,UCM,,Maule,Maule,,,,,,,,,,,"La Facultad de Ciencias Agrarias y Forestales de la Universidad Católica del Maule, formará a partir del 2020, profesionales encargados de"
,,,2020-11-17,https://portal.ucm.cl/noticias/opinion-agotamiento-los-recursos-naturales-disponibles,UCM,,Maule,Maule,,,,,,,,,,,"Dr. José Neira Román, ingeniero en recursos naturales renovables, académico de la Escuela de Ingeniería en Recursos Naturales de la"
,,,2022-11-19,https://www.cienciaenchile.cl/investigadores-proponen-enfrentar-la-crisis-del-agua-desde-la-gobernanza-colaborativa/,Ciencia en Chile,,Maule,Maule,,,,,,,,,,,"Compartir publicación. · · · ·. La Dra. Tatiana Celume, investigadora de la Facultad de Derecho y Ciencias Sociales,"
,,,2022-11-19,https://resumen.cl/articulos/movimiento-no-a-la-termoelectrica-parral-queremos-cuidar-nuestra-salud-el-medioambiente-y-a-nuestras-familias,Resumen.cl,,Maule,Maule,,,,,,,,,,,"Nosotras y nosotros, parralinas y vecinos del Maule y 'uble declaramos: La Central Termoeléctrica de biomasa en construcción en la"
,,,2020-03-18,https://es.mongabay.com/2020/03/incendios-en-molina-chile-videos/,Mongabay - Conservation News,,Maule,Molina,,,,,,,,,,,"El bosque maulino, afectado por los incendios, es el más biodiverso del país debido a la temperatura templada en la que se encuentra y la"
,,,2017-08-16,https://mma.gob.cl/gobierno-entrega-certificacion-ambiental-a-siete-comunas-de-la-region-del-maule/,mma.gob.cl,,Maule,Molina,,,,,,,,,,,"En el auditórium del Gobierno Regional del Maule en Talca, se realizó la Ceremonia de Certificación Ambiental Municipal (SCAM).87 months ago"
,,,2018-08-17,https://www.elamaule.cl/noticia/sociedad/en-6-puntos-el-consejo-ecologico-de-molina-argumenta-rechazo-concesiones-en-radal-s,elamaule.cl,,Maule,Molina,,,,,,,,,,,"A través de una declaración pública, el Consejo Ecológico Comunal de Molina -que reúne a diferentes organizaciones sociales de la zona-"
,,,2019-05-18,https://mma.gob.cl/liceo-abate-molina-se-adjudica-fondo-de-proteccion-ambiental-para-promover-la-gestion-energetica-y-eficiencia-hidrica/,mma.gob.cl,,Maule,Molina,,,,,,,,,,,Liceo Abate Molina se adjudica Fondo de Protección Ambiental para promover la gestión energética y eficiencia hídrica.66 months ago
,,,2019-02-16,https://mma.gob.cl/seremi-del-medio-ambiente-y-alcaldesa-de-parral-se-reunen-por-problema-de-contaminacion-atmosferica-en-la-comuna/,mma.gob.cl,,Maule,Parral,,,,,,,,,,,Seremi del Medio Ambiente y alcaldesa de Parral se reúnen por problema de contaminación atmosférica en la comuna.69 months ago
,,,2022-11-19,https://resumen.cl/articulos/movimiento-no-a-la-termoelectrica-parral-queremos-cuidar-nuestra-salud-el-medioambiente-y-a-nuestras-familias,Resumen.cl,,Maule,Parral,,,,,,,,,,,"Nosotras y nosotros, parralinas y vecinos del Maule y 'uble declaramos: La Central Termoeléctrica de biomasa en construcción en la"
,,,2017-08-16,https://mma.gob.cl/gobierno-entrega-certificacion-ambiental-a-siete-comunas-de-la-region-del-maule/,mma.gob.cl,,Maule,Parral,,,,,,,,,,,"En el auditórium del Gobierno Regional del Maule en Talca, se realizó la Ceremonia de Certificación Ambiental Municipal (SCAM).87 months ago"
,,,2022-06-20,https://www.portalagrochile.cl/2022/06/20/mosca-soldado-negro-la-innovadora-propuesta-para-la-gestion-de-residuos-organicos-municipales/,Portal Agro Chile,,Maule,Parral,,,,,,,,,,,"En el marco de un programa de cooperación chileno-alemán, el 8 y 9 de junio se realizó un tour virtual a una planta de cría de la mosca"
,,,2020-10-18,https://portal.ucm.cl/ceut/destacados-ceut,Universidad Católica del Maule,,Maule,Pelarco,,,,,,,,,,,Proyecto UCM investiga relevancia de las comunidades en el actual contexto socio sanitario. Desde 2014 la Escuela de Sociología de la Universidad Católica
,,,2016-03-15,https://resumen.cl/articulos/vecinos-denuncian-que-criadero-de-cerdos-de-coexca-busca-operar-ilegalmente-en-sauzal-comuna-de-san-javier,Resumen.cl,,Maule,Pelarco,,,,,,,,,,,Por: Alberto Muñoz / resumen.cl La empresa Coexca S. A. pretende instalar en el camino hacia la localidad de Sauzal en la comuna de San
,,,2022-02-18,https://www.subdere.gov.cl/ministro-de-medio-ambiente-firma-convenio-de-%25E2%2580%259Cmejoramiento-gesti%25C3%25B3n-ambiental-municipal%25E2%2580%259D-para-empedra,Subdere |,,Maule,Pelluhue,,,,,,,,,,,"En una ceremonia encabezada por el Ministro del Medio Ambiente, Pablo Badenier, junto al Intendente de la Región del Maule, Pablo Meza, se realizó la firma"
,,,2024-10-21,https://www.terram.cl/las-irregularidades-del-proyecto-inmobiliario-que-amenaza-al-santuario-de-la-naturaleza-arcos-de-calan/,Fundación Terram,,Maule,Pelluhue,,,,,,,,,,,"En la costa de la Región del Maule, cerca del Santuario de la Naturaleza Arcos de Calán, un complejo conflicto ha expuesto vacíos legales en"
,,,2019-03-18,https://laderasur.com/fotografia/los-selvaticos-y-ocultos-paisajes-de-la-costa-maule-sur/,Ladera Sur,,Maule,Pelluhue,,,,,,,,,,,Las operaciones forestales en la costa de la región Maule Sur están generando graves consecuencias ambientales en la zona.68 months ago
,,,2011-10-12,https://cauquenesnet.cl/2011/09/24/con-carnaval-por-la-tierra-finaliza-programa-ambiental-en-constitucion/,Cauquenesnet.cl,,Maule,Pelluhue,,,,,,,,,,,Hoy la comuna costera de Constitucioón es escenario de la realización de foros y stands de organizaciones relacionadas al medioambiente de
,,,2023-09-20,https://cauquenesnet.cl/2023/09/13/inundaciones-una-alerta-sobre-grandes-problemas-en-agroecosistemas-y-la-urgencia-de-su-recuperacion/,Cauquenesnet.cl,,Maule,Pelluhue,,,,,,,,,,,"OPINIÓN: Comenzaba el año y pronósticos de diversas fuentes anunciaban que tendríamos un año lluvioso, pero luego de varios meses habíamos"
,,,2016-05-15,https://cauquenesnet.cl/2016/05/15/chiloe-una-expresion-de-un-problema-estructural/,Cauquenesnet.cl,,Maule,Pelluhue,,,,,,,,,,,"Los académicos Pilar Muñoz Figueroa y Dr©. Felipe Saravia Cortés, de la Escuela de Trabajo Social de la Universidad Católica del Maule,"
,,,2019-04-18,https://mundoagro.cl/pequenos-agricultores-del-maule-obtienen-hortalizas-sin-uso-de-plaguicidas-quimicos/,Mundoagro,,Maule,Retiro,,,,,,,,,,,Tradicionalmente las producciones de hortalizas se basan en el uso intensivo de agroquímicos para el control de plagas y enfermedades.67 個月前
,,,2018-06-17,https://www.elciudadano.com/chile/el-horizonte-de-los-condores-ii-la-disputa-territorial-que-amenaza-la-conectividad-del-maule-sur/05/29/,elciudadano.com,,Maule,Retiro,,,,,,,,,,,"La habilitación de brazos comunicantes con Colbún, Yerbas Buenas y Linares desde la frontera es parte de los compromisos ambientales"
,,,2021-06-19,https://cooperativa.cl/noticias/pais/region-del-maule/la-contaminacion-sigue-asfixiando-al-maule-curico-vivira-este-lunes/2021-05-31/005114.html,Cooperativa.cl,,Maule,Romeral,,,,,,,,,,,"Este lunes, Curicó y el sector poniente de Romeral estarán bajo alerta ambiental, mientras que Talca y Maule tendrán preemergencia,"
,,,2019-06-18,https://www.elciudadano.com/chile/el-maule-acusan-conflicto-de-interes-del-ministro-de-agricultura-por-proyecto-de-embalse-del-rio-teno/06/03/,elciudadano.com,,Maule,Romeral,,,,,,,,,,,"El 26 de mayo pasado, en una entrevista con el diario La Prensa de Curicó, el Ministro de Agricultura, Antonio Walker, hizo un guiño al"
,,,2024-09-20,https://www.diarioelcentro.cl/2024/09/12/conflicto-ambiental-en-antofagasta-prohibicion-de-ramadas-en-humedal-la-chimba-abre-debate-sobre-el-rio-claro-en-talca/,Diario El Centro,,Maule,Río Claro,,,,,,,,,,,La resolución abre el debate sobre la realización de este tipo de actividades que son una amenaza para el ecosistema de los humedales.2 個月前
,,,2019-08-18,https://mma.gob.cl/seremi-del-medio-ambiente-asiste-a-limpieza-de-microbasural-en-ribera-del-rio-claro/,mma.gob.cl,,Maule,Río Claro,,,,,,,,,,,La acción de limpieza fue realizada por parte de la Municipalidad de Río Claro y en la oportunidad se efectuó un llamado a no arrojar
,,,2019-08-18,https://www.vlnradio.cl/noticias/nacional/region-del-maule/rio-claro/2019/08/14/municipalidad-seremi-medio-ambiente-supervisaron-limpieza-ribera-del-rio-claro/,VLN Radio,,Maule,Río Claro,,,,,,,,,,,"El seremi del Medio Ambiente de la región del Maule, Pablo Sepúlveda, acompañó al alcalde de Río Claro, Américo Guajardo"
,,,2022-01-18,https://www.biobiochile.cl/especial/una-constitucion-para-chile/noticias/2022/01/05/quien-es-maria-elisa-quinteros-conoce-a-la-nueva-presidenta-de-la-convencion-constitucional.shtml,BioBioChile,,Maule,Río Claro,,,,,,,,,,,"María Elisa Quinteros se convirtió en la nueva presidenta de la Convención Constitucional, tras obtener los 78 votos que requería para"
,,,2015-04-15,https://mma.gob.cl/seremi-del-maule-celebra-el-dia-mundial-del-agua-con-ceremonia-mapuche-y-limpieza-de-ribera-del-rio-claro/,mma.gob.cl,,Maule,Río Claro,,,,,,,,,,,Seremi del Maule celebra el Día Mundial del Agua con ceremonia Mapuche y limpieza de ribera del Río Claro.115 個月前
,,,2024-10-21,https://www.diarioelcentro.cl/2024/10/11/recinto-ex-fital-casino-dreams-evaluacion-de-impacto-ambiental-aun-no-se-resuelve-por-los-servicios-publicos/,Diario El Centro,,Maule,Río Claro,,,,,,,,,,,La construcción del casino de juegos genera inquietudes sobre su impacto en el Humedal Río Claro y las inundaciones en la zona.1 個月前
,,,2019-01-16,https://www.elmostrador.cl/destacado/2019/01/17/la-muerte-silenciosa-uso-en-chile-de-plaguicidas-prohibidos-en-el-mundo-causa-dano-cognitivo-en-menores/,El Mostrador,,Maule,Río Claro,,,,,,,,,,,"Investigaciones realizadas en las regiones de Coquimbo y Maule evidencian altas tasas de exposiciones a agrotóxicos, por lo que los"
,,,2022-06-20,https://www.diariosostenible.cl/noticia/investigacion-desarrollo/2022/06/proyecto-mosca-soldado-negro-iniciativa-para-la-gestion-de-residuos-en-chile,Diario Sostenible,,Maule,Río Claro,,,,,,,,,,,La propuesta binacional de Alemania y nuestro país fue implementada en la Región del Maule para reducir sus residuos domésticos.29 個月前
,,,2017-08-16,https://mma.gob.cl/gobierno-entrega-certificacion-ambiental-a-siete-comunas-de-la-region-del-maule/,mma.gob.cl,,Maule,Río Claro,,,,,,,,,,,"En el auditórium del Gobierno Regional del Maule en Talca, se realizó la Ceremonia de Certificación Ambiental Municipal (SCAM).87 個月前"
,,,2023-06-21,https://www.radiocondell.cl/2023/05/28/%25EF%25BB%25BFsagrada-familia-evaluacion-ambiental-se-pronuncio-con-rotundo-rechazo-a-centro-de-engorda-de-cerdos/,Radio Condell,,Maule,Sagrada Familia,,,,,,,,,,,"La iniciativa pretendía instalar un centro para más de 22 mil animales, con los efectos que ello traería consigo: contaminación,"
,,,2024-10-21,https://portal.ucm.cl/noticias/establecen-mesa-trabajo-investigar-problemas-sociales-desarrollo-maule,Universidad Católica del Maule,,Maule,Sagrada Familia,,,,,,,,,,,Iniciativa se enmarca en el proyecto de Ciencia Abierta Colmena de la Universidad Católica del Maule y cuenta con la participación de
,,,2018-10-17,https://mma.gob.cl/capacitan-a-funcionarios-municipales-para-elaborar-ordenanzas-ambientales-y-fortalecer-la-gestion-local/,mma.gob.cl,,Maule,Sagrada Familia,,,,,,,,,,,"Durante la instrucción desarrollada por el Seremi del Medio Ambiente, Pablo Sepúlveda se reiteró la importancia de elaborar ordenanzas"
,,,2022-01-18,https://www.biobiochile.cl/especial/una-constitucion-para-chile/noticias/2022/01/05/quien-es-maria-elisa-quinteros-conoce-a-la-nueva-presidenta-de-la-convencion-constitucional.shtml,BioBioChile,,Maule,Sagrada Familia,,,,,,,,,,,"María Elisa Quinteros se convirtió en la nueva presidenta de la Convención Constitucional, tras obtener los 78 votos que requería para"
,,,2013-12-13,https://www.elamaule.cl/noticia/sociedad/panorama-15-contaminacion-en-sagrada-familia-en-maule,elamaule.cl,,Maule,Sagrada Familia,,,,,,,,,,,Los canales de riego de Sagrada Familia en el #Maule están contaminados. Esto es lo que indicó el fallo de la tercera sala de la Corte
,,,2017-06-16,https://mma.gob.cl/seremi-del-medio-ambiente-y-gobierno-regional-del-maule-dan-inicio-a-programa-de-recambio-de-calefactores/,mma.gob.cl,,Maule,Sagrada Familia,,,,,,,,,,,Los habitantes de las zonas urbanas de nueve comunas de la Región del Maule tienen la oportunidad de cambiar sus antiguas estufas a leña por
,,,2018-06-17,https://www.elamaule.cl/noticia/sociedad/rellenos-sanitarios-del-maule-podrian-ser-sancionados,www.elamaule.cl,,Maule,Sagrada Familia,,,,,,,,,,,"Se trata de las instalaciones “Relleno sanitario El Guanaco”, de la comuna de Teno, y “San Roque”, ubicado en la comuna de San Clemente.77 個月前"
,,,2024-08-21,https://tribunalambiental.cl/tribunal-acogio-parcialmente-reclamacion-en-contra-de-multa-por-650-millones-contra-relleno-sanitario-san-roque-ubicado-en-del-maule/,Tribunal Ambiental |,,Maule,San Clemente,,,,,,,,,,,El Segundo Tribunal Ambiental acogió parcialmente una reclamación en contra de multa de 817.4 UTA (más de $650 millones) ordenada por la
,,,2021-08-19,https://interferencia.cl/articulos/los-problemas-cognitivos-que-afectan-los-ninos-que-conviven-con-la-agroindustria-de-la-0,Interferencia |,,Maule,San Clemente,,,,,,,,,,,"A propósito de la grave crisis climática de la que dio cuenta la ONU en su reciente informe, INTERFERENCIA re-publica la serie de reportajes"
,,,2017-08-16,https://mma.gob.cl/gobierno-entrega-certificacion-ambiental-a-siete-comunas-de-la-region-del-maule/,mma.gob.cl,,Maule,San Clemente,,,,,,,,,,,"En el auditórium del Gobierno Regional del Maule en Talca, se realizó la Ceremonia de Certificación Ambiental Municipal (SCAM).87 個月前"
,,,2018-06-17,https://cooperativa.cl/noticias/pais/region-del-maule/abren-procesos-de-sancion-contra-dos-rellenos-sanitarios-de-la-region/2018-06-18/162730.html,Cooperativa.cl,,Maule,San Clemente,,,,,,,,,,,La Superintendencia del Medio Ambiente (SMA) formuló cargos a “El Guanaco” de Teno y “San Roque” de San Clemente.77 個月前
,,,2018-06-17,https://www.elciudadano.com/chile/el-horizonte-de-los-condores-ii-la-disputa-territorial-que-amenaza-la-conectividad-del-maule-sur/05/29/,elciudadano.com,,Maule,San Clemente,,,,,,,,,,,"La habilitación de brazos comunicantes con Colbún, Yerbas Buenas y Linares desde la frontera es parte de los compromisos ambientales"
,,,2020-07-18,https://www.elnaveghable.cl/noticia/agro/problematica-ambiental-el-uso-de-agroquimicos-en-las-zonas-limitrofes-del-maule,El Naveghable,,Maule,San Clemente,,,,,,,,,,,"El vínculo entre la actividad agrícola y la salud de nuestro medioambiente y personas, está siendo cada día más cuestionado.52 個月前"
,,,2018-06-17,https://www.elamaule.cl/noticia/sociedad/rellenos-sanitarios-del-maule-podrian-ser-sancionados,www.elamaule.cl,,Maule,San Clemente,,,,,,,,,,,"Se trata de las instalaciones “Relleno sanitario El Guanaco”, de la comuna de Teno, y “San Roque”, ubicado en la comuna de San Clemente.77 個月前"
,,,2021-11-18,https://www.lemondediplomatique.cl/nueva-constitucion-el-debate-sobre-los-impactos-socio-ambientales-de-la.html,LeMondeDiplomatique.cl,,Maule,San Javier de Loncomilla,,,,,,,,,,,El proceso constituyente permite repensar la forma en que nos relacionamos con la naturaleza y debatir sobre nuevas políticas públicas que (
,,,2016-03-15,https://resumen.cl/articulos/vecinos-denuncian-que-criadero-de-cerdos-de-coexca-busca-operar-ilegalmente-en-sauzal-comuna-de-san-javier,Resumen.cl,,Maule,San Javier de Loncomilla,,,,,,,,,,,Por: Alberto Muñoz / resumen.cl La empresa Coexca S. A. pretende instalar en el camino hacia la localidad de Sauzal en la comuna de San
,,,2022-08-20,https://dfmas.df.cl/df-mas/por-dentro/la-heladeria-del-maule-que-conquisto-a-carozzi,Diario Financiero,,Maule,San Javier de Loncomilla,,,,,,,,,,,La semana pasada se dio a conocer que el gigante de los alimentos chileno comprará la conocida compañía de helados para aumentar su posición
,,,2018-10-17,https://mma.gob.cl/capacitan-a-funcionarios-municipales-para-elaborar-ordenanzas-ambientales-y-fortalecer-la-gestion-local/,mma.gob.cl,,Maule,San Rafael,,,,,,,,,,,"Durante la instrucción desarrollada por el Seremi del Medio Ambiente, Pablo Sepúlveda se reiteró la importancia de elaborar ordenanzas"
,,,2022-01-18,https://www.biobiochile.cl/especial/una-constitucion-para-chile/noticias/2022/01/05/quien-es-maria-elisa-quinteros-conoce-a-la-nueva-presidenta-de-la-convencion-constitucional.shtml,BioBioChile,,Maule,San Rafael,,,,,,,,,,,"María Elisa Quinteros se convirtió en la nueva presidenta de la Convención Constitucional, tras obtener los 78 votos que requería para"
,,,2014-11-13,https://mma.gob.cl/exitoso-encuentro-de-forjadores-ambientales-en-talca-para-el-cuidado-del-entorno/,mma.gob.cl,,Maule,San Rafael,,,,,,,,,,,"En el marco de la celebración del Día del Forjador Ambiental, la Seremi del Medio Ambiente, junto a la Seremi de Educación de la Región del"
,,,2024-10-21,https://www.diarioelcentro.cl/2024/10/01/impactante-alza-del-237-en-contaminacion-ambiental-en-talca-y-maule/,Diario El Centro,,Maule,Talca,,,,,,,,,,,"El Plan de Descontaminación Atmosférica de Talca y Maule registró un aumento del 23,7% en episodios críticos de contaminación respecto al"
